"word","decade","decade_count","decade_total","per_mil"
"nah",2010,197,2164230,91.03
"nai",2010,52,2164230,24.03
"nails",2010,92,2164230,42.51
"naive",2010,40,2164230,18.48
"naked",2010,101,2164230,46.67
"name",2010,1385,2164230,639.95
"nana",2010,16,2164230,7.39
"nao",2010,62,2164230,28.65
"não",2010,326,2164230,150.63
"når",2010,27,2164230,12.48
"när",2010,14,2164230,6.47
"narrow",2010,21,2164230,9.7
"nas",2010,56,2164230,25.88
"nasty",2010,30,2164230,13.86
"nation",2010,174,2164230,80.4
"nature",2010,240,2164230,110.89
"naughty",2010,93,2164230,42.97
"ne",2010,641,2164230,296.18
"near",2010,334,2164230,154.33
"neat",2010,44,2164230,20.33
"necesito",2010,51,2164230,23.56
"neck",2010,165,2164230,76.24
"need",2010,3876,2164230,1790.94
"needle",2010,83,2164230,38.35
"negative",2010,39,2164230,18.02
"negra",2010,40,2164230,18.48
"negro",2010,35,2164230,16.17
"nei",2010,20,2164230,9.24
"neighbors",2010,51,2164230,23.56
"neighborhood",2010,40,2164230,18.48
"nein",2010,48,2164230,22.18
"neither",2010,52,2164230,24.03
"nel",2010,77,2164230,35.58
"nella",2010,43,2164230,19.87
"nem",2010,65,2164230,30.03
"nen",2010,71,2164230,32.81
"nena",2010,18,2164230,8.32
"neon",2010,56,2164230,25.88
"ner",2010,22,2164230,10.17
"nerve",2010,69,2164230,31.88
"nervous",2010,63,2164230,29.11
"ness",2010,14,2164230,6.47
"nessuno",2010,54,2164230,24.95
"nest",2010,103,2164230,47.59
"net",2010,24,2164230,11.09
"neue",2010,16,2164230,7.39
"never",2010,6309,2164230,2915.12
"new",2010,1654,2164230,764.24
"news",2010,202,2164230,93.34
"next",2010,530,2164230,244.89
"ni",2010,325,2164230,150.17
"nice",2010,306,2164230,141.39
"nicht",2010,875,2164230,404.3
"nickel",2010,43,2164230,19.87
"nie",2010,155,2164230,71.62
"niemals",2010,32,2164230,14.79
"niemand",2010,27,2164230,12.48
"niente",2010,34,2164230,15.71
"niet",2010,115,2164230,53.14
"nigga",2010,675,2164230,311.89
"niggaz",2010,191,2164230,88.25
"night",2010,4108,2164230,1898.13
"nightmare",2010,78,2164230,36.04
"niin",2010,33,2164230,15.25
"niña",2010,20,2164230,9.24
"nine",2010,230,2164230,106.27
"ninguém",2010,31,2164230,14.32
"niño",2010,33,2164230,15.25
"no",2010,13569,2164230,6269.67
"nobody",2010,740,2164230,341.92
"noch",2010,468,2164230,216.24
"noel",2010,39,2164230,18.02
"nog",2010,63,2164230,29.11
"noi",2010,95,2164230,43.9
"noir",2010,41,2164230,18.94
"noise",2010,90,2164230,41.59
"noite",2010,33,2164230,15.25
"nom",2010,28,2164230,12.94
"nombre",2010,35,2164230,16.17
"nome",2010,19,2164230,8.78
"non",2010,810,2164230,374.27
"none",2010,187,2164230,86.4
"nooit",2010,18,2164230,8.32
"noone",2010,132,2164230,60.99
"noose",2010,14,2164230,6.47
"nor",2010,88,2164230,40.66
"normal",2010,53,2164230,24.49
"north",2010,124,2164230,57.3
"northern",2010,14,2164230,6.47
"nos",2010,384,2164230,177.43
"nós",2010,33,2164230,15.25
"nose",2010,83,2164230,38.35
"nosotros",2010,13,2164230,6.01
"nossa",2010,4,2164230,1.85
"nosso",2010,31,2164230,14.32
"dont",2010,31378,2164230,14498.46
"note",2010,141,2164230,65.15
"nothing",2010,2100,2164230,970.32
"nothin",2010,492,2164230,227.33
"notice",2010,138,2164230,63.76
"notion",2010,48,2164230,22.18
"notre",2010,37,2164230,17.1
"notte",2010,76,2164230,35.12
"nous",2010,248,2164230,114.59
"now",2010,8870,2164230,4098.46
"nowhere",2010,333,2164230,153.87
"nu",2010,78,2164230,36.04
"nubes",2010,25,2164230,11.55
"nuclear",2010,25,2164230,11.55
"nuestra",2010,49,2164230,22.64
"nuestro",2010,99,2164230,45.74
"nueva",2010,44,2164230,20.33
"nuevo",2010,71,2164230,32.81
"nuh",2010,80,2164230,36.96
"nuit",2010,99,2164230,45.74
"num",2010,25,2164230,11.55
"numb",2010,53,2164230,24.49
"number",2010,347,2164230,160.33
"nun",2010,58,2164230,26.8
"nunca",2010,270,2164230,124.76
"nur",2010,335,2164230,154.79
"nurse",2010,28,2164230,12.94
"nuts",2010,35,2164230,16.17
"ny",2010,37,2164230,17.1
"nyt",2010,23,2164230,10.63
"o",2010,1188,2164230,548.93
"ô",2010,22,2164230,10.17
"ob",2010,23,2164230,10.63
"obey",2010,38,2164230,17.56
"object",2010,23,2164230,10.63
"oblivion",2010,11,2164230,5.08
"obscene",2010,20,2164230,9.24
"obscure",2010,14,2164230,6.47
"observe",2010,14,2164230,6.47
"obsession",2010,52,2164230,24.03
"obvious",2010,26,2164230,12.01
"occhi",2010,55,2164230,25.41
"ocean",2010,268,2164230,123.83
"och",2010,134,2164230,61.92
"oclock",2010,66,2164230,30.5
"od",2010,11,2164230,5.08
"odds",2010,51,2164230,23.56
"oder",2010,84,2164230,38.81
"odio",2010,17,2164230,7.85
"oer",2010,19,2164230,8.78
"of",2010,22084,2164230,10204.09
"off",2010,1849,2164230,854.35
"offer",2010,143,2164230,66.07
"office",2010,37,2164230,17.1
"oft",2010,10,2164230,4.62
"often",2010,53,2164230,24.49
"og",2010,145,2164230,67
"ogni",2010,60,2164230,27.72
"oh",2010,9604,2164230,4437.61
"ohh",2010,215,2164230,99.34
"ohhh",2010,55,2164230,25.41
"ohhhh",2010,44,2164230,20.33
"ohne",2010,87,2164230,40.2
"ohoh",2010,93,2164230,42.97
"oi",2010,11,2164230,5.08
"oil",2010,49,2164230,22.64
"ojos",2010,112,2164230,51.75
"ok",2010,174,2164230,80.4
"okay",2010,249,2164230,115.05
"ol",2010,113,2164230,52.21
"old",2010,1494,2164230,690.31
"older",2010,76,2164230,35.12
"ole",2010,71,2164230,32.81
"olen",2010,25,2164230,11.55
"olhar",2010,27,2164230,12.48
"olhos",2010,44,2164230,20.33
"oli",2010,13,2164230,6.01
"olla",2010,20,2164230,9.24
"olvides",2010,28,2164230,12.94
"olvida",2010,41,2164230,18.94
"olvidar",2010,52,2164230,24.03
"olvidarte",2010,24,2164230,11.09
"olvido",2010,27,2164230,12.48
"om",2010,105,2164230,48.52
"on",2010,19084,2164230,8817.92
"once",2010,955,2164230,441.27
"onde",2010,41,2164230,18.94
"one",2010,6986,2164230,3227.94
"only",2010,2904,2164230,1341.82
"ont",2010,59,2164230,27.26
"onto",2010,79,2164230,36.5
"oo",2010,145,2164230,67
"ooh",2010,1227,2164230,566.95
"oon",2010,13,2164230,6.01
"ooo",2010,130,2164230,60.07
"oooh",2010,264,2164230,121.98
"oooo",2010,72,2164230,33.27
"ooooh",2010,67,2164230,30.96
"op",2010,76,2164230,35.12
"open",2010,820,2164230,378.89
"operator",2010,53,2164230,24.49
"opinion",2010,34,2164230,15.71
"opportunity",2010,35,2164230,16.17
"opposite",2010,22,2164230,10.17
"oppression",2010,15,2164230,6.93
"or",2010,2802,2164230,1294.69
"ora",2010,37,2164230,17.1
"orange",2010,53,2164230,24.49
"order",2010,109,2164230,50.36
"ordinary",2010,49,2164230,22.64
"organ",2010,27,2164230,12.48
"original",2010,125,2164230,57.76
"orleans",2010,45,2164230,20.79
"ormai",2010,20,2164230,9.24
"os",2010,73,2164230,33.73
"oscuridad",2010,15,2164230,6.93
"oss",2010,14,2164230,6.47
"other",2010,1192,2164230,550.77
"otra",2010,214,2164230,98.88
"otro",2010,108,2164230,49.9
"ou",2010,244,2164230,112.74
"où",2010,107,2164230,49.44
"ought",2010,72,2164230,33.27
"oughta",2010,57,2164230,26.34
"oui",2010,63,2164230,29.11
"our",2010,3301,2164230,1525.25
"ourselves",2010,114,2164230,52.67
"out",2010,7276,2164230,3361.93
"outer",2010,26,2164230,12.01
"outra",2010,9,2164230,4.16
"outro",2010,29,2164230,13.4
"outside",2010,346,2164230,159.87
"outta",2010,222,2164230,102.58
"over",2010,2735,2164230,1263.73
"overcome",2010,44,2164230,20.33
"overflow",2010,15,2164230,6.93
"overwhelmed",2010,46,2164230,21.25
"ow",2010,58,2164230,26.8
"owe",2010,81,2164230,37.43
"own",2010,1120,2164230,517.51
"oye",2010,17,2164230,7.85
"p",2010,126,2164230,58.22
"pa",2010,348,2164230,160.8
"på",2010,92,2164230,42.51
"pace",2010,76,2164230,35.12
"pack",2010,219,2164230,101.19
"padre",2010,33,2164230,15.25
"page",2010,102,2164230,47.13
"paid",2010,122,2164230,56.37
"pain",2010,1029,2164230,475.46
"paint",2010,227,2164230,104.89
"pair",2010,65,2164230,30.03
"pal",2010,31,2164230,14.32
"palabras",2010,58,2164230,26.8
"palace",2010,29,2164230,13.4
"pale",2010,45,2164230,20.79
"palm",2010,54,2164230,24.95
"pan",2010,39,2164230,18.02
"pane",2010,23,2164230,10.63
"panic",2010,30,2164230,13.86
"pants",2010,92,2164230,42.51
"papa",2010,128,2164230,59.14
"papel",2010,29,2164230,13.4
"paper",2010,190,2164230,87.79
"par",2010,209,2164230,96.57
"para",2010,711,2164230,328.52
"parade",2010,87,2164230,40.2
"paradise",2010,179,2164230,82.71
"paralyzed",2010,18,2164230,8.32
"paranoia",2010,10,2164230,4.62
"parar",2010,43,2164230,19.87
"parasite",2010,13,2164230,6.01
"parce",2010,18,2164230,8.32
"pardon",2010,19,2164230,8.78
"pare",2010,52,2164230,24.03
"parece",2010,44,2164230,20.33
"parents",2010,54,2164230,24.95
"paris",2010,73,2164230,33.73
"park",2010,149,2164230,68.85
"parle",2010,30,2164230,13.86
"parole",2010,53,2164230,24.49
"part",2010,667,2164230,308.19
"party",2010,469,2164230,216.71
"partir",2010,31,2164230,14.32
"partner",2010,31,2164230,14.32
"pas",2010,971,2164230,448.66
"pasa",2010,85,2164230,39.27
"pasado",2010,39,2164230,18.02
"pasar",2010,40,2164230,18.48
"pasion",2010,35,2164230,16.17
"pasión",2010,27,2164230,12.48
"paso",2010,67,2164230,30.96
"pass",2010,731,2164230,337.76
"passa",2010,14,2164230,6.47
"passage",2010,12,2164230,5.54
"passé",2010,48,2164230,22.18
"passer",2010,23,2164230,10.63
"passion",2010,156,2164230,72.08
"passo",2010,8,2164230,3.7
"past",2010,535,2164230,247.2
"path",2010,209,2164230,96.57
"pathetic",2010,16,2164230,7.39
"patience",2010,55,2164230,25.41
"patiently",2010,66,2164230,30.5
"patterns",2010,32,2164230,14.79
"paul",2010,35,2164230,16.17
"paura",2010,19,2164230,8.78
"pause",2010,34,2164230,15.71
"paved",2010,52,2164230,24.03
"pavement",2010,39,2164230,18.02
"pawn",2010,22,2164230,10.17
"pay",2010,571,2164230,263.84
"paz",2010,59,2164230,27.26
"pe",2010,28,2164230,12.94
"peace",2010,571,2164230,263.84
"peak",2010,34,2164230,15.71
"pearls",2010,97,2164230,44.82
"peau",2010,24,2164230,11.09
"pecho",2010,28,2164230,12.94
"pedir",2010,11,2164230,5.08
"peel",2010,40,2164230,18.48
"peep",2010,44,2164230,20.33
"peine",2010,60,2164230,27.72
"pela",2010,7,2164230,3.23
"pelo",2010,33,2164230,15.25
"pen",2010,74,2164230,34.19
"pena",2010,90,2164230,41.59
"penetrate",2010,22,2164230,10.17
"penny",2010,72,2164230,33.27
"pense",2010,37,2164230,17.1
"pensamiento",2010,33,2164230,15.25
"pensando",2010,28,2164230,12.94
"pensar",2010,76,2164230,35.12
"penso",2010,23,2164230,10.63
"people",2010,1607,2164230,742.53
"per",2010,348,2164230,160.8
"perche",2010,44,2164230,20.33
"perché",2010,60,2164230,27.72
"perchè",2010,24,2164230,11.09
"perd",2010,33,2164230,15.25
"perder",2010,58,2164230,26.8
"perdida",2010,14,2164230,6.47
"perdido",2010,61,2164230,28.19
"perdu",2010,39,2164230,18.02
"perfect",2010,394,2164230,182.05
"perform",2010,34,2164230,15.71
"perfume",2010,53,2164230,24.49
"perhaps",2010,52,2164230,24.03
"permanent",2010,13,2164230,6.01
"pero",2010,362,2164230,167.27
"perro",2010,10,2164230,4.62
"person",2010,124,2164230,57.3
"personne",2010,46,2164230,21.25
"pet",2010,33,2164230,15.25
"peter",2010,26,2164230,12.01
"petit",2010,108,2164230,49.9
"peu",2010,115,2164230,53.14
"peur",2010,56,2164230,25.88
"peut",2010,71,2164230,32.81
"peux",2010,24,2164230,11.09
"phantom",2010,56,2164230,25.88
"phase",2010,23,2164230,10.63
"phone",2010,342,2164230,158.02
"photo",2010,28,2164230,12.94
"photograph",2010,50,2164230,23.1
"phrase",2010,31,2164230,14.32
"physical",2010,25,2164230,11.55
"pieds",2010,43,2164230,19.87
"piano",2010,105,2164230,48.52
"pick",2010,451,2164230,208.39
"picture",2010,312,2164230,144.16
"pide",2010,19,2164230,8.78
"pido",2010,68,2164230,31.42
"pie",2010,161,2164230,74.39
"piece",2010,346,2164230,159.87
"piedra",2010,26,2164230,12.01
"piel",2010,113,2164230,52.21
"piensa",2010,20,2164230,9.24
"pienso",2010,40,2164230,18.48
"pierce",2010,16,2164230,7.39
"pierdo",2010,10,2164230,4.62
"pig",2010,47,2164230,21.72
"pile",2010,36,2164230,16.63
"pills",2010,118,2164230,54.52
"pillow",2010,73,2164230,33.73
"pimp",2010,46,2164230,21.25
"pin",2010,63,2164230,29.11
"pine",2010,34,2164230,15.71
"pink",2010,38,2164230,17.56
"pipe",2010,28,2164230,12.94
"piss",2010,84,2164230,38.81
"pistol",2010,73,2164230,33.73
"pit",2010,23,2164230,10.63
"pitch",2010,23,2164230,10.63
"pity",2010,94,2164230,43.43
"piu",2010,24,2164230,11.09
"più",2010,185,2164230,85.48
"place",2010,1712,2164230,791.04
"placer",2010,25,2164230,11.55
"plague",2010,43,2164230,19.87
"plain",2010,117,2164230,54.06
"plan",2010,403,2164230,186.21
"plane",2010,105,2164230,48.52
"planet",2010,89,2164230,41.12
"plant",2010,79,2164230,36.5
"plastic",2010,61,2164230,28.19
"plate",2010,35,2164230,16.17
"play",2010,1760,2164230,813.22
"playa",2010,54,2164230,24.95
"player",2010,79,2164230,36.5
"playin",2010,130,2164230,60.07
"plea",2010,34,2164230,15.71
"plead",2010,38,2164230,17.56
"please",2010,1432,2164230,661.67
"pleasure",2010,138,2164230,63.76
"pledge",2010,18,2164230,8.32
"plein",2010,39,2164230,18.02
"plenty",2010,75,2164230,34.65
"pleure",2010,15,2164230,6.93
"plot",2010,35,2164230,16.17
"plug",2010,20,2164230,9.24
"pluie",2010,12,2164230,5.54
"plus",2010,388,2164230,179.28
"po",2010,69,2164230,31.88
"pobre",2010,27,2164230,12.48
"pocket",2010,138,2164230,63.76
"poco",2010,117,2164230,54.06
"pode",2010,26,2164230,12.01
"poder",2010,57,2164230,26.34
"poet",2010,30,2164230,13.86
"poetry",2010,27,2164230,12.48
"poi",2010,111,2164230,51.29
"point",2010,291,2164230,134.46
"poison",2010,113,2164230,52.21
"pole",2010,47,2164230,21.72
"police",2010,163,2164230,75.32
"politics",2010,70,2164230,32.34
"politicians",2010,29,2164230,13.4
"pollution",2010,11,2164230,5.08
"pon",2010,59,2164230,27.26
"pone",2010,14,2164230,6.47
"pony",2010,51,2164230,23.56
"pool",2010,47,2164230,21.72
"poor",2010,239,2164230,110.43
"pop",2010,189,2164230,87.33
"por",2010,1176,2164230,543.38
"porch",2010,37,2164230,17.1
"porque",2010,306,2164230,141.39
"porte",2010,49,2164230,22.64
"porta",2010,31,2164230,14.32
"pose",2010,42,2164230,19.41
"position",2010,90,2164230,41.59
"possess",2010,57,2164230,26.34
"possible",2010,75,2164230,34.65
"posso",2010,30,2164230,13.86
"post",2010,39,2164230,18.02
"pot",2010,39,2164230,18.02
"pouco",2010,46,2164230,21.25
"pound",2010,122,2164230,56.37
"pour",2010,727,2164230,335.92
"pourquoi",2010,53,2164230,24.49
"pourtant",2010,22,2164230,10.17
"powder",2010,27,2164230,12.48
"power",2010,447,2164230,206.54
"pra",2010,224,2164230,103.5
"practice",2010,36,2164230,16.63
"praise",2010,151,2164230,69.77
"pray",2010,576,2164230,266.15
"prayer",2010,251,2164230,115.98
"preach",2010,49,2164230,22.64
"preacher",2010,72,2164230,33.27
"precious",2010,97,2164230,44.82
"preciso",2010,24,2164230,11.09
"predict",2010,13,2164230,6.01
"prefer",2010,52,2164230,24.03
"premier",2010,40,2164230,18.48
"prends",2010,45,2164230,20.79
"prendre",2010,24,2164230,11.09
"prepared",2010,64,2164230,29.57
"près",2010,20,2164230,9.24
"presence",2010,42,2164230,19.41
"present",2010,79,2164230,36.5
"president",2010,35,2164230,16.17
"press",2010,97,2164230,44.82
"pressure",2010,167,2164230,77.16
"pretend",2010,289,2164230,133.53
"pretty",2010,639,2164230,295.26
"prevail",2010,19,2164230,8.78
"prey",2010,31,2164230,14.32
"price",2010,171,2164230,79.01
"pride",2010,248,2164230,114.59
"priest",2010,41,2164230,18.94
"prima",2010,35,2164230,16.17
"primavera",2010,18,2164230,8.32
"prime",2010,26,2164230,12.01
"primera",2010,7,2164230,3.23
"prince",2010,47,2164230,21.72
"princess",2010,34,2164230,15.71
"print",2010,13,2164230,6.01
"prison",2010,141,2164230,65.15
"private",2010,94,2164230,43.43
"prize",2010,68,2164230,31.42
"pro",2010,32,2164230,14.79
"probably",2010,128,2164230,59.14
"problem",2010,198,2164230,91.49
"problema",2010,22,2164230,10.17
"process",2010,10,2164230,4.62
"proclaim",2010,10,2164230,4.62
"produced",2010,33,2164230,15.25
"product",2010,48,2164230,22.18
"profit",2010,29,2164230,13.4
"program",2010,23,2164230,10.63
"progress",2010,35,2164230,16.17
"projects",2010,26,2164230,12.01
"promise",2010,485,2164230,224.1
"pronto",2010,33,2164230,15.25
"proof",2010,43,2164230,19.87
"proper",2010,38,2164230,17.56
"prophecy",2010,20,2164230,9.24
"prophet",2010,25,2164230,11.55
"protect",2010,94,2164230,43.43
"proud",2010,230,2164230,106.27
"prove",2010,208,2164230,96.11
"provide",2010,33,2164230,15.25
"psycho",2010,34,2164230,15.71
"pu",2010,10,2164230,4.62
"public",2010,44,2164230,20.33
"pude",2010,13,2164230,6.01
"pudiera",2010,7,2164230,3.23
"pues",2010,63,2164230,29.11
"pueblo",2010,29,2164230,13.4
"puede",2010,147,2164230,67.92
"pueda",2010,53,2164230,24.49
"pueden",2010,8,2164230,3.7
"puedo",2010,173,2164230,79.94
"puerta",2010,45,2164230,20.79
"puis",2010,47,2164230,21.72
"pull",2010,527,2164230,243.5
"pulse",2010,42,2164230,19.41
"pum",2010,229,2164230,105.81
"pump",2010,85,2164230,39.27
"punch",2010,56,2164230,25.88
"punishment",2010,29,2164230,13.4
"punk",2010,130,2164230,60.07
"punto",2010,8,2164230,3.7
"può",2010,20,2164230,9.24
"puoi",2010,20,2164230,9.24
"puppet",2010,30,2164230,13.86
"pure",2010,163,2164230,75.32
"puro",2010,22,2164230,10.17
"purple",2010,55,2164230,25.41
"purpose",2010,54,2164230,24.95
"push",2010,422,2164230,194.99
"pushin",2010,21,2164230,9.7
"pussy",2010,82,2164230,37.89
"put",2010,1507,2164230,696.32
"puttin",2010,28,2164230,12.94
"puzzle",2010,22,2164230,10.17
"q",2010,61,2164230,28.19
"qu",2010,19,2164230,8.78
"qua",2010,23,2164230,10.63
"qual",2010,14,2164230,6.47
"qualquer",2010,7,2164230,3.23
"quand",2010,278,2164230,128.45
"quando",2010,147,2164230,67.92
"quanto",2010,22,2164230,10.17
"quarter",2010,56,2164230,25.88
"que",2010,6299,2164230,2910.5
"qué",2010,153,2164230,70.69
"quede",2010,23,2164230,10.63
"queda",2010,56,2164230,25.88
"quedan",2010,14,2164230,6.47
"quedo",2010,28,2164230,12.94
"queen",2010,266,2164230,122.91
"quel",2010,53,2164230,24.49
"quelle",2010,55,2164230,25.41
"quella",2010,28,2164230,12.94
"quello",2010,60,2164230,27.72
"quelques",2010,58,2164230,26.8
"quem",2010,72,2164230,33.27
"quer",2010,51,2164230,23.56
"querer",2010,44,2164230,20.33
"quererte",2010,27,2164230,12.48
"queria",2010,17,2164230,7.85
"quero",2010,82,2164230,37.89
"quest",2010,52,2164230,24.03
"questa",2010,49,2164230,22.64
"question",2010,239,2164230,110.43
"questo",2010,67,2164230,30.96
"qui",2010,736,2164230,340.07
"quick",2010,246,2164230,113.67
"quien",2010,115,2164230,53.14
"quién",2010,34,2164230,15.71
"quieres",2010,180,2164230,83.17
"quiera",2010,75,2164230,34.65
"quieren",2010,23,2164230,10.63
"quiero",2010,529,2164230,244.43
"quiet",2010,179,2164230,82.71
"quil",2010,118,2164230,54.52
"quise",2010,37,2164230,17.1
"quisiera",2010,60,2164230,27.72
"quite",2010,361,2164230,166.8
"quizás",2010,17,2164230,7.85
"quoi",2010,78,2164230,36.04
"quon",2010,193,2164230,89.18
"quun",2010,44,2164230,20.33
"r",2010,74,2164230,34.19
"ra",2010,14,2164230,6.47
"rabbit",2010,59,2164230,27.26
"race",2010,265,2164230,122.45
"radiation",2010,12,2164230,5.54
"radio",2010,276,2164230,127.53
"rag",2010,38,2164230,17.56
"rage",2010,150,2164230,69.31
"rail",2010,31,2164230,14.32
"railroad",2010,32,2164230,14.79
"rain",2010,1123,2164230,518.89
"rainbow",2010,150,2164230,69.31
"raindrops",2010,44,2164230,20.33
"rainy",2010,42,2164230,19.41
"raise",2010,316,2164230,146.01
"raison",2010,10,2164230,4.62
"ran",2010,172,2164230,79.47
"range",2010,66,2164230,30.5
"rap",2010,237,2164230,109.51
"rape",2010,69,2164230,31.88
"rappers",2010,53,2164230,24.49
"rare",2010,36,2164230,16.63
"rat",2010,87,2164230,40.2
"rate",2010,35,2164230,16.17
"rather",2010,221,2164230,102.11
"rattle",2010,19,2164230,8.78
"raus",2010,35,2164230,16.17
"rave",2010,35,2164230,16.17
"raven",2010,22,2164230,10.17
"raw",2010,48,2164230,22.18
"ray",2010,46,2164230,21.25
"razon",2010,23,2164230,10.63
"razón",2010,39,2164230,18.02
"razor",2010,56,2164230,25.88
"re",2010,193,2164230,89.18
"reach",2010,519,2164230,239.81
"reaction",2010,48,2164230,22.18
"read",2010,358,2164230,165.42
"ready",2010,938,2164230,433.41
"real",2010,1133,2164230,523.51
"realidad",2010,29,2164230,13.4
"realise",2010,57,2164230,26.34
"reality",2010,119,2164230,54.98
"realize",2010,244,2164230,112.74
"really",2010,1679,2164230,775.8
"realm",2010,23,2164230,10.63
"reap",2010,35,2164230,16.17
"rearrange",2010,46,2164230,21.25
"reason",2010,605,2164230,279.55
"rebel",2010,112,2164230,51.75
"reborn",2010,37,2164230,17.1
"recall",2010,78,2164230,36.04
"receive",2010,83,2164230,38.35
"reckless",2010,14,2164230,6.47
"recognize",2010,51,2164230,23.56
"record",2010,198,2164230,91.49
"recordar",2010,19,2164230,8.78
"recuerdo",2010,61,2164230,28.19
"red",2010,519,2164230,239.81
"redeemed",2010,29,2164230,13.4
"redemption",2010,35,2164230,16.17
"reel",2010,40,2164230,18.48
"ref",2010,19,2164230,8.78
"reflection",2010,141,2164230,65.15
"refrain",2010,214,2164230,98.88
"refuse",2010,76,2164230,35.12
"regard",2010,66,2164230,30.5
"reggae",2010,28,2164230,12.94
"regret",2010,161,2164230,74.39
"reign",2010,72,2164230,33.27
"rein",2010,65,2164230,30.03
"reject",2010,32,2164230,14.79
"rejoice",2010,66,2164230,30.5
"relate",2010,57,2164230,26.34
"relax",2010,75,2164230,34.65
"release",2010,106,2164230,48.98
"rely",2010,39,2164230,18.02
"relief",2010,14,2164230,6.47
"relieve",2010,18,2164230,8.32
"religion",2010,64,2164230,29.57
"remain",2010,199,2164230,91.95
"remedy",2010,36,2164230,16.63
"remember",2010,989,2164230,456.98
"remind",2010,155,2164230,71.62
"remorse",2010,27,2164230,12.48
"remove",2010,27,2164230,12.48
"rendezvous",2010,17,2164230,7.85
"rent",2010,50,2164230,23.1
"repeat",2010,330,2164230,152.48
"repent",2010,33,2164230,15.25
"replace",2010,54,2164230,24.95
"reply",2010,22,2164230,10.17
"represent",2010,30,2164230,13.86
"reputation",2010,19,2164230,8.78
"request",2010,21,2164230,9.7
"rescue",2010,86,2164230,39.74
"resist",2010,109,2164230,50.36
"respect",2010,177,2164230,81.78
"respirar",2010,15,2164230,6.93
"responsible",2010,33,2164230,15.25
"rest",2010,516,2164230,238.42
"restless",2010,66,2164230,30.5
"resto",2010,16,2164230,7.39
"restore",2010,11,2164230,5.08
"resurrection",2010,19,2164230,8.78
"retire",2010,35,2164230,16.17
"retreat",2010,24,2164230,11.09
"return",2010,251,2164230,115.98
"rêve",2010,30,2164230,13.86
"reveal",2010,95,2164230,43.9
"revelation",2010,55,2164230,25.41
"revenge",2010,32,2164230,14.79
"reverse",2010,40,2164230,18.48
"rêves",2010,12,2164230,5.54
"revive",2010,16,2164230,7.39
"revolution",2010,92,2164230,42.51
"revolver",2010,49,2164230,22.64
"reward",2010,32,2164230,14.79
"rewind",2010,34,2164230,15.71
"rey",2010,22,2164230,10.17
"rhyme",2010,237,2164230,109.51
"rhythm",2010,213,2164230,98.42
"ribbons",2010,29,2164230,13.4
"rich",2010,170,2164230,78.55
"richard",2010,27,2164230,12.48
"rid",2010,38,2164230,17.56
"ride",2010,1077,2164230,497.64
"rider",2010,68,2164230,31.42
"ridin",2010,79,2164230,36.5
"rien",2010,146,2164230,67.46
"right",2010,3842,2164230,1775.23
"righteous",2010,52,2164230,24.03
"ring",2010,482,2164230,222.71
"rio",2010,45,2164230,20.79
"río",2010,8,2164230,3.7
"riot",2010,39,2164230,18.02
"rip",2010,194,2164230,89.64
"risa",2010,15,2164230,6.93
"rise",2010,480,2164230,221.79
"risk",2010,41,2164230,18.94
"ritmo",2010,46,2164230,21.25
"ritual",2010,18,2164230,8.32
"river",2010,535,2164230,247.2
"road",2010,763,2164230,352.55
"roam",2010,87,2164230,40.2
"roar",2010,56,2164230,25.88
"rob",2010,68,2164230,31.42
"robe",2010,22,2164230,10.17
"robin",2010,25,2164230,11.55
"robot",2010,32,2164230,14.79
"rock",2010,1371,2164230,633.48
"rocket",2010,65,2164230,30.03
"rocky",2010,26,2164230,12.01
"rockin",2010,180,2164230,83.17
"rocknroll",2010,10,2164230,4.62
"rode",2010,26,2164230,12.01
"role",2010,36,2164230,16.63
"roll",2010,1286,2164230,594.21
"roller",2010,89,2164230,41.12
"rollin",2010,116,2164230,53.6
"romance",2010,114,2164230,52.67
"romantic",2010,33,2164230,15.25
"rome",2010,53,2164230,24.49
"romeo",2010,19,2164230,8.78
"roof",2010,93,2164230,42.97
"room",2010,582,2164230,268.92
"roots",2010,81,2164230,37.43
"rope",2010,80,2164230,36.96
"rosa",2010,54,2164230,24.95
"rose",2010,271,2164230,125.22
"rosie",2010,25,2164230,11.55
"rot",2010,63,2164230,29.11
"rotten",2010,24,2164230,11.09
"rough",2010,98,2164230,45.28
"round",2010,814,2164230,376.12
"route",2010,46,2164230,21.25
"routine",2010,33,2164230,15.25
"row",2010,90,2164230,41.59
"rua",2010,11,2164230,5.08
"rub",2010,51,2164230,23.56
"rubber",2010,35,2164230,16.17
"ruby",2010,43,2164230,19.87
"rude",2010,44,2164230,20.33
"rue",2010,67,2164230,30.96
"rug",2010,30,2164230,13.86
"ruido",2010,2,2164230,0.92
"ruin",2010,105,2164230,48.52
"rules",2010,319,2164230,147.4
"rum",2010,114,2164230,52.67
"rumble",2010,64,2164230,29.57
"rumors",2010,41,2164230,18.94
"run",2010,2199,2164230,1016.07
"runaway",2010,69,2164230,31.88
"runnin",2010,202,2164230,93.34
"rush",2010,204,2164230,94.26
"rust",2010,45,2164230,20.79
"s",2010,611,2164230,282.32
"sa",2010,204,2164230,94.26
"så",2010,77,2164230,35.58
"sä",2010,39,2164230,18.02
"saa",2010,22,2164230,10.17
"sabes",2010,187,2164230,86.4
"saben",2010,11,2164230,5.08
"saber",2010,68,2164230,31.42
"sabor",2010,42,2164230,19.41
